it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc
0,Petrol,Hatchback,"1,74,077",Manual,1,1st Owner,Maruti,Maruti Alto,2006,3918,LX BSIII,"₹ 54,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"72,434",Manual,3,3rd Owner,Maruti,Maruti Alto,2011,3903,LXi,₹ 1.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"34,185",Manual,3,3rd Owner,Ford,Ford Aspire,2015,1055,1.2 Ti-VCT Trend,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"29,336",Manual,2,2nd Owner,Nissan,Nissan Magnite,2021,7425,XE BSVI,₹ 4.17 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"71,501",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2015,1552,Magna,₹ 3.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"68,279",Manual,1,1st Owner,Kia,Kia Seltos,2019,7112,GTX Plus,₹ 12 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"99,761",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2012,6858,LDI,₹ 2.11 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"46,865",Automatic,1,1st Owner,Kia,Kia Seltos,2021,7122,GTX Plus DCT,₹ 14.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"1,58,924",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2014,1556,CRDi Sportz,₹ 2.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"94,905",Manual,1,1st Owner,Hyundai,Hyundai i20,2014,1656,Sportz 1.4 CRDi,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"80,607",Manual,2,2nd Owner,Honda,Honda City,2014,1286,i DTEC V,₹ 4.42 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"33,055",Automatic,2,2nd Owner,Maruti,Maruti Swift,2020,7056,AMT VXI,₹ 5.08 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"91,873",Manual,2,2nd Owner,Mahindra,Mahindra XUV500,2012,8182,W8 FWD,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"72,117",Manual,1,1st Owner,Chevrolet,Chevrolet Optra,2007,536,1.6 LS BS3,"₹ 62,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"1,60,351",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2012,3823,W8 2WD,₹ 4.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"68,280",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2018,4300,ZDi Plus,₹ 7.55 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"47,008",Manual,1,1st Owner,Maruti,Maruti Alto K10,2018,3946,VXI,₹ 3.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"1,04,782",Manual,1,1st Owner,Hyundai,Hyundai Verna,2018,5963,CRDi 1.6 SX Option,₹ 9 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,MUV,"1,07,598",Automatic,2,2nd Owner,Maruti,Maruti Ertiga,2017,4039,BSIV VXI AT,₹ 3.81 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"90,150",Manual,1,1st Owner,Hyundai,Hyundai Creta,2019,6435,1.4 S,₹ 9.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"77,074",Manual,2,2nd Owner,Maruti,Maruti Ciaz,2016,4017,VDi Plus SHVS,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"32,293",Automatic,1,1st Owner,Honda,Honda Amaze,2021,8557,VX CVT BSVI,₹ 7.31 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"69,510",Automatic,1,1st Owner,Jeep,Jeep Compass,2018,6601,1.4 Limited Plus BSIV,₹ 12 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"1,31,511",Manual,1,1st Owner,Jeep,Jeep Compass,2018,5933,2.0 Sport,₹ 10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"1,45,716",Manual,2,2nd Owner,Maruti,Maruti Swift,2012,4204,VDI,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"38,943",Manual,1,1st Owner,Maruti,Maruti Ciaz,2017,5724,1.4 Alpha,₹ 6.07 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"96,598",Manual,2,2nd Owner,Maruti,Maruti Zen,2005,4391,LXI,"₹ 69,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"28,807",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2021,7692,SX Opt IVT BSVI,₹ 16 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"1,07,000",Automatic,1,1st Owner,BMW,BMW 5 Series,2012,256,525d,₹ 12.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"79,331",Automatic,2,2nd Owner,Land Rover,Land Rover Range Rover Evoque,2016,4897,HSE,₹ 36.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"49,503",Manual,1,1st Owner,Kia,Kia Sonet,2020,8002,HTK Plus Diesel iMT BSVI,₹ 9.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,MUV,"1,37,029",Manual,1,1st Owner,Toyota,Toyota Innova,2014,2269,2.5 EV (Diesel) PS 7 Seater BS IV,₹ 13.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"34,576",Automatic,1,1st Owner,Jeep,Jeep Compass,2018,5935,1.4 Limited Option,₹ 14.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"40,220",Manual,1,1st Owner,Mahindra,Mahindra TUV 300,2016,3755,T8,₹ 7.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"83,083",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,6784,Delta Diesel,₹ 6.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"1,39,208",Manual,1,1st Owner,Toyota,Toyota Fortuner,2010,2263,3.0 Diesel,₹ 10.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Alto K10,2023,10330,STD,₹ 2.76 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2016,4310,VXI BS IV,₹ 1.82 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Maruti,Maruti Esteem,2005,4072,Lxi - BSIII,"₹ 50,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,MUV,"50,000",Manual,1,1st Owner,Renault,Renault Triber,2023,7420,RXT BSVI,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"1,00,000",Manual,1,1st Owner,Hyundai,Hyundai EON,2011,1494,Era,₹ 1.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"1,20,000",Manual,1,1st Owner,Hyundai,Hyundai EON,2012,1494,Era,₹ 1.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Ford,Ford Figo,2011,1037,Petrol LXI,₹ 1.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Maruti,Maruti Zen Estilo,2008,4398,VXI BSIII,"₹ 55,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"1,20,000",Manual,1,1st Owner,Hyundai,Hyundai EON,2011,1494,Era,₹ 1.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"20,000",Manual,1,1st Owner,Nissan,Nissan Magnite,2022,7425,XE BSVI,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Renault,Renault KWID,2016,5094,RXT,₹ 2.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"1,00,000",Manual,1,1st Owner,Maruti,Maruti A-Star,2010,3894,Vxi,₹ 1.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"10,000",Manual,1,1st Owner,Nissan,Nissan Magnite,2021,8132,Turbo XL BSVI,₹ 7.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Cng,Hatchback,"60,000",Manual,1,1st Owner,Maruti,Maruti Alto,2012,3906,Green Std BSIV,₹ 1.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2021,7073,LXI,₹ 3.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"30,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2020,7077,VXI 1.2,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,MUV,"70,000",Manual,1,1st Owner,Renault,Renault Triber,2020,7420,RXT BSVI,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,MUV,"70,000",Manual,1,1st Owner,Renault,Renault Triber,2020,7420,RXT BSVI,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2009,4344,LX BSIII,₹ 1 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Maruti,Maruti Swift,2013,4202,VXI,₹ 3.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"30,000",Manual,1,1st Owner,Mahindra,Mahindra Bolero Neo,2023,8472,N4 BSVI,₹ 11 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"50,000",Automatic,3,3rd Owner,Ford,Ford Ecosport,2014,903,1.5 Ti VCT AT Titanium,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2011,8988,1.2 Magna Opt,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Hyundai,Hyundai Santro Xing,2011,1711,GLS,₹ 1.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"20,000",Manual,1,1st Owner,Mahindra,Mahindra XUV300,2022,8388,W6 Diesel Sunroof BSVI,₹ 11 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"50,000",Manual,1,1st Owner,MG,MG Hector,2019,6938,Hybrid Sharp MT BSIV,₹ 9 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"90,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2012,1642,1.2 Sportz,₹ 2.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"60,000",Manual,3,3rd Owner,Ford,Ford Figo,2011,1034,Diesel Titanium,₹ 1.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"1,00,000",Automatic,1,1st Owner,Maruti,Maruti Celerio,2018,6054,ZXI Optional AMT BSIV,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Citroen,Citroen C3,2022,9140,Puretech 110 Feel,₹ 7 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"60,000",Manual,1,1st Owner,Ford,Ford Ecosport,2017,6091,1.5 Diesel Trend BSIV,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"40,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2021,7295,LXI,₹ 7.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"1,20,000",Manual,2,2nd Owner,Ford,Ford Figo,2013,1042,Diesel Titanium,₹ 1.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"1,20,000",Manual,2,2nd Owner,Ford,Ford Figo,2013,1042,Diesel Titanium,₹ 1.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"70,000",Manual,1,1st Owner,Kia,Kia Seltos,2020,7115,HTK Plus D,₹ 11.66 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2021,6740,VXI,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"50,000",Automatic,2,2nd Owner,Maruti,Maruti Alto K10,2018,3954,VXI AGS Optional,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"50,000",Manual,2,2nd Owner,Tata,Tata Nexon,2018,5996,1.5 Revotorq XM,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Datsun,Datsun GO,2016,5219,T BSIV,₹ 2.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"30,000",Manual,1,1st Owner,Mahindra,Mahindra Bolero,2021,7718,B6 BSVI,₹ 10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"1,50,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2010,4225,LDi,₹ 1.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Coupe,"30,000",Automatic,2,2nd Owner,Porsche,Porsche 911,2020,6691,Carrera S BSVI,₹ 1.50 Crore,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"70,000",Manual,1,1st Owner,Mahindra,Mahindra Bolero Neo,2021,8506,N8 BSVI,₹ 9.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"90,000",Manual,1,1st Owner,Maruti,Maruti Zen Estilo,2010,4402,VXI BSIV,₹ 1.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Maruti,Maruti Alto,2010,3903,LXi,₹ 1.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"80,000",Manual,4,4th Owner,Maruti,Maruti 800,1998,3887,Std,"₹ 50,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"1,20,000",Manual,2,2nd Owner,Chevrolet,Chevrolet Beat,2014,453,Diesel LS,₹ 1.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"20,000",Manual,1,1st Owner,Honda,Honda Amaze,2021,7440,S Petrol,₹ 8 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"60,000",Manual,4,4th Owner,Mahindra,Mahindra Thar,2017,3744,CRDe,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"60,000",Manual,2,2nd Owner,Honda,Honda Amaze,2016,1157,SX i DTEC,₹ 4.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"70,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2011,4224,VXi,₹ 2.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"1,50,000",Manual,3,3rd Owner,Maruti,Maruti Alto,2008,3902,LX,"₹ 70,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"30,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2010,1593,Asta 1.2,₹ 1.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Hyundai,Hyundai Accent,2008,1426,GLE,₹ 1 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,MUV,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Ertiga,2017,4043,SHVS VDI,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"1,00,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2011,4224,VXi,₹ 2 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"50,000",Manual,1,1st Owner,Mahindra,Mahindra Scorpio,2020,7765,S11,₹ 16 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Hyundai,Hyundai Santro Xing,2007,1727,XE,₹ 1 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"10,000",Manual,1,1st Owner,Mahindra,Mahindra XUV300,2022,7242,W8 Option BSVI,₹ 12 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"50,000",Manual,1,1st Owner,Mahindra,Mahindra XUV300,2020,7242,W8 Option BSVI,₹ 10.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"80,000",Manual,1,1st Owner,Hyundai,Hyundai EON,2015,1502,Era Plus,₹ 2.48 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2020,7075,VXI BSVI,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Maruti,Maruti Alto,2007,3920,Std BSII,₹ 1.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"1,50,000",Manual,1,1st Owner,Honda,Honda Jazz,2016,1346,1.5 VX i DTEC,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"40,000",Automatic,1,1st Owner,Honda,Honda Amaze,2021,8104,Special Edition CVT Diesel,₹ 9 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2020,7073,LXI,₹ 3.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"80,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2014,4237,LXI,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"80,000",Manual,1,1st Owner,Jeep,Jeep Compass,2017,5929,2.0 Limited,₹ 13 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"20,000",Manual,1,1st Owner,Honda,Honda WR-V,2021,7895,VX,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Chevrolet,Chevrolet Spark,2009,593,1.0 LS,"₹ 90,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"1,20,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2012,3823,W8 2WD,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"20,000",Manual,1,1st Owner,Honda,Honda WR-V,2022,7895,VX,₹ 9.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"1,50,000",Manual,1,1st Owner,Jeep,Jeep Compass,2018,5929,2.0 Limited,₹ 12.14 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"20,000",Manual,1,1st Owner,Hyundai,Hyundai Aura,2021,7327,S,₹ 6.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"80,000",Manual,2,2nd Owner,Maruti,Maruti 800,2004,3882,AC,"₹ 50,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"90,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2017,4297,VDi,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Renault,Renault KWID,2017,5093,RXL,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2020,7073,LXI,₹ 3.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
